"openid","roleid","nickname","cumulative_topup_thousand_vnd","tier_history","matches"
"150515561","1335304301","GOD•SLEEPYYY",2470,"",3751
"414205920","1848921077","#ＥＮＯ",2470,"",1726
"862911211","1882119731","SHINGO",2470,"",1854
"157674782","1065001731","☜Ⓒ☞Như•Embé",2470,"",592
"397859163","1223820401","Z1K2P_1223820401",2470,"",1269
"612915928","1417909394","꧁ᔕƠᑎ꧂",2470,"",908
"930100396","1107163750","°NgắmToànXịt",2470,"",1210
"906055283","1848119388","AvG丶HaoMitSu",2470,"",3240
"538982002","1542348793","Sang203",2470,"",1715
"230773635","1816940820","DR_ThiênKhangg",2470,"",2172
"555092556","1287157025","-AnThư-",2470,"",887
"838739606","1456442542","MrD…",2470,"",1036
"860662279","1691100139","NóYếuLắmRồiBạn",2470,"",1272
"124453513","1616752579","JackMa",2470,"",683
"934742587","1807001528","TT_DễCưgDễNựng",2469,"",1559
"227618728","1524545909","㊝ＭＩＮＨム모",2469,"",4522
"80740648","1722562173","AnTulen",2469,"",410
"267775299","1537659894","Toan2k",2469,"",1108
"479373236","1518174401","BốiHộtMít",2469,"",247
"961195040","1160437915","TuánAnnh",2469,"",1377
"692221057","1496459371","lànhchonbon",2469,"",619
"3548887","1161353407","LilTay",2469,"",604
"36339452","1702381945","๖ۣۜAce¥",2469,"",592
"522411869","1105145328","VNGgames.",2469,"",541
"785996553","1499754975","cây_Kẹo_Ngọt",2469,"",345
"609537998","1497911032","Sieuboy",2469,"",668
"436869465","1614177131","NA.﷽﷽Khôi﷽﷽﷽",2469,"",663
"189896144","1943787820","『MT』Bẻmm",2469,"",1518
"10261802","1726920589","Ltnxyz",2469,"",1244
"517161572","1371444728","AE』LàoCai",2468,"",1388
"833062762","1953325432","Nhin_gì2",2468,"",2018
"641235608","1162451129","Bạn_cay_toi_à",2468,"",1760
"796337004","1451644129","AOV•Love3000",2468,"",501
"761798534","1650833637","Gnaschee.",2468,"",946
"495761513","1612397311","¹0²丶HuyTran",2468,"",2777
"992084394","1341289598","端武_ACE",2468,"",1415
"551515940","1191821972","IorY",2468,"",957
"379659401","1484411914","ACE-Lộccc",2468,"",2333
"313190485","1453729607","『VIE』KaiToKid",2468,"",1576
"889796552","1697066756","60Seconds",2468,"",2129
"97024659","1180561372","ᴄнᴜốι",2468,"",1054
"320767567","1455168156","Bắnvàotrongnha",2467,"",1555
"99153115","1445198027","NguyenPhuc1910",2467,"",1109
"353682644","1247418772","CốVấnTìnhCảm",2467,"",2062
"714993392","1701625066","๖BCT︵Thành๖47",2467,"",2020
"480214396","1613995099","KO丶SơnAnh",2467,"",434
"511816234","1527172560","Mindfury",2467,"",499
"711082047","1766215171","DừngLạiĐiEm",2467,"",692
"370129959","1593829462","QĐND丶Dragon555",2467,"",5630
"871543539","1949744633","Qtrum2ksix",2467,"",1506
"519872181","1632629443","Thì?",2466,"",662
"267742047","1886021725","BOSS_Ken..",2466,"",2966
"312511698","1518006729","UNI丶Hynz",2466,"",305
"163585631","1976177777","Y15ZR",2466,"",855
"853749894","1872009337","XàLõnCònTẻn",2466,"",2175
"457494435","1263437838","HongKongDolll",2465,"",1918
"122918286","1306704803","BéHamThịt",2465,"",875
"770801063","1371860359","AnhĐãGiàCFF",2465,"",426
"231566401","1817462539","Jet79Nt",2465,"",96
"797841037","1698930580","Nickkk68",2464,"",427
"628102610","1871215130","SEA_Gà.79",2464,"",2583
"451621407","1103676539","CATH_Ducpolice",2464,"",1641
"429701149","1944568425","ReiiSama",2464,"",327
"772049011","1357407350","Gấu>•<",2464,"",3040
"511397456","1889838183","CuKiên",2464,"",347
"365991971","1082649328","Mae_Banks",2464,"",577
"426901460","1186935932","IP.Tuấn",2463,"",3123
"665922459","1441805869","KingBrownSnake",2463,"",2718
"317188771","1581131850","FML®sayhay",2463,"",1183
"499011419","1071747571","ᴵᴬᴹsᴜ亗ʙốɴɢ",2463,"",780
"24111547","1313914801","Ｋẹｏｏｏ",2463,"",1202
"338219906","1156251821","『BCA』丶N.Chương",2463,"",2185
"17764203","1677920432","MinKha_67AG",2463,"",665
"642481149","1207843850","『ʀᴡ』CấmVệQuân",2463,"",495
"137436948","1677514203","I.AM.ANTONY",2463,"",1627
"607238395","1591237034","(TýBúBình)",2463,"",1240
"661853688","1364142772","「BG」iCóc$",2463,"",2576
"686171367","1548653011","WSB丶ThỏPhêCỏ",2463,"",1732
"185297484","1414221299","κнủɴԍʙốтớιcнơι",2463,"",881
"425117947","1963921662","Aladeen",2463,"",1580
"663968558","1080302808","PhuocTai206",2463,"",328
"941811664","1517332283","LýNhượcĐồng",2462,"",2123
"990456215","1708541323","PCshopacc25",2462,"",1496
"935512453","1296591396","๖HN¹︵ＬＯＫＩ",2462,"",1069
"33360576","1323188401","Ngọc_YếnG08",2462,"",597
"722181909","1243922941","blue_tequilaaa",2462,"",765
"683241980","1776977359","VNsàigòn",2462,"",848
"909173432","1923191657","Nắk_69_Kiểu",2462,"",140
"31440748","1389842072","vqnwsơn",2462,"",68
"663461926","1697862685","BRH丶Tenny.",2462,"",1580
"332060193","1613003061","AK_Jongoo",2462,"",1099
"533909234","1905794444","GE丶ᐟβ¡ლ.",2462,"",1225
"967544403","1578757601","Heweiii",2461,"",1392
"236150325","1027612185","︻デ═一Silent丶",2461,"",172
"556985413","1263318227","_*NT9*__",2461,"",2620
"456153230","1911776445","ĐônKiHotel",2461,"",1020
"396750305","1447103664","๖HN¹︵29*MinhP1",2461,"",3324
"910751","1264309237","Iron_best",2460,"",431
"221041433","1381576736","NhímBéo",2460,"",2489
"61844963","1137512981","71OneTeam",2460,"",2274
"131053517","1171608921","Chéolọ",2460,"",1171
"400547138","1738485008","W88丶Rùa02",2460,"",3756
"395678833","1614507441","QuốcLucky",2460,"",367
"673220973","1650905605","ᵛᶰシWaGyuシᵛᶰ",2460,"",367
"972464205","1697583234","TruongProK2",2460,"",365
"79728049","1348373522","TEO•EM",2460,"",741
"699625601","1818586736","Josie_Bell594",2459,"",1283
"548271319","1185886889","HảoSợSnip",2459,"",891
"345297490","1692900751","ĐặcVụMócLon",2459,"",2018
"863416295","1066757350","^^^^^",2459,"",496
"787353837","1573484015","ThícĐẩyLáo",2459,"",755
"877759733","1055470804","daitonhatbmt20",2459,"",389
"209399872","1319879629","Tyhon",2459,"",906
"280931170","1535969324","AMín丶10Phít",2459,"",2285
"612342134","1859071812","WhyNot83",2459,"",1675
"69219363","1070294034","aura352",2459,"",10
"586239233","1225002507","MyDienlove",2459,"",274
"638039333","1527852896","Binbenho",2458,"",385
"616900395","1417418649","HELLotHERE",2458,"",688
"776253443","1612193259","ʙóᴘvúvợʙạɴ",2458,"",1304
"345947479","1376833287","DNW\Mixx",2458,"",533
"160950124","1030374979","chung_AKM",2458,"",799
"291437513","1270521407","ZN_Darkkill",2458,"",2302
"211775463","1069753898","Dũng_Apex203",2458,"",689
"67475147","1357834488","Hson",2457,"",173
"669599603","1303421579","TuấnAnhHp",2457,"",54
"118849559","1510160256","AVG-HỮU",2457,"",1404
"717108480","1086639028","HH-Hana",2457,"",1909
"246649216","1706453020","Hank_Allen87",2457,"",2393
"127121041","1294921373","Ngoan﷽Xinh﷽Yêu",2457,"",2903
"842078097","1155334272","Thành'Thuận✓",2457,"",294
"920879936","1999730605","MingyuC",2456,"",466
"774006844","1196226953","Nhọnnhíchnhè",2456,"",3278
"785846306","1366199821","『PP』NiKaa",2456,"",3063
"485473339","1394631422","DngAnh",2456,"",23
"993687356","1645352096","cườngseven",2456,"",993
"450798150","1837337441","_sầuvôlệ_",2456,"",544
"130591088","1169599084","NoOrn",2456,"",428
"214541193","1283018690","Vna199X",2456,"",473
"329380071","1973922032","tư_mã_ý",2456,"",1765
"927059077","1261123492","SNx『LinhVăn』",2456,"",2759
"659622435","1797591614","TậpGymChimTo",2456,"",848
"398589787","1676096612","Đạichíncú",2456,"",35
"693380714","1794068249","NanCyy",2456,"",21
"610156991","1811856015","KayorieVuaAK",2456,"",885
"719466282","1664372971","ChauSang!!!",2455,"",2056
"254749097","1519990625","﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽﷽//",2455,"",716
"180269048","1715393204","HD•HIUMAP",2455,"",595
"172629382","1282876596","CFL.PN.viller",2455,"",3788
"100250764","1903829688","B52_HoàngLực°2",2455,"",887
"881126714","1008901199","No1.Pharaoh",2455,"",2236
"500728632","1613927745","Hoảtinh_Sầu333",2455,"",1108
"183829760","1843338840","マヒルン",2455,"",239
"843429246","1331877694","DT.Rép",2454,"",718
"298759294","1691027478","YuIia",2454,"",447
"905907445","1481466777","ChainVector",2454,"",975
"60709152","1407137480","TheDinhhhh",2454,"",3097
"671932436","1100026985","LynB52",2454,"",1330
"611522307","1367693942","『JP』丶Ⓚⓘⓜⓞⓣⓞ",2454,"",1237
"190637492","1697170166","౨ৎTômTayBé",2454,"",1185
"349213334","1921249726","「ʏɢ」﷽﷽﷽﷽﷽﷽﷽﷽",2454,"",1415
"179380815","1931037236","ＣＧ丶Hoài-An",2454,"",5677
"507383937","1334744253","One_HIT_113",2454,"",1300
"914703743","1978059843","Ka-Buk",2454,"",180
"988489844","1542128680","Henrik9999",2454,"",956
"71808239","1864967262","Cesar_Boyd483",2454,"",611
"472792917","1641478196","PHI-ĐẠi-ĐẾ㋛",2454,"",1985
"108831986","1531544787","D79.ᵛᶰシทαƙ.",2454,"",1048
"681898286","1239927185","Chúhềvụngvề",2453,"",1292
"558927034","1067436826","Snakę",2453,"",1457
"148934898","1536868016","AK.LelBaBy",2453,"",1091
"430190439","1054927155","『KR』TúAnh^",2453,"",1663
"950423634","1473216938","T卄á丨Lọ",2453,"",622
"733369993","1398013279","Thuỳ_Linh_nè",2453,"",1103
"357215146","1568594007","ᴍʀ.ʜᴜᴀɴɢ",2452,"",1360
"436887248","1481268158","『LS』Rikka",2452,"",1042
"336746521","1255983756","DarkEyes",2452,"",512
"794435490","1371962908","BCS..BIN",2452,"",805
"829692952","1769322138","Uesugi丶Futarou",2452,"",1241
"315260037","1950120324","CRIPS_Choppa",2452,"",318
"95071117","1215358927","TZxA͜͡ly様٭",2452,"",2047
"851399153","1266257535","Loki-C4",2452,"",881
"489059350","1140144669","Hiew95",2452,"",1440
"36946733","1610057905","『ᴀᴄᴇ』Quỷ_H",2452,"",1484
"154865069","1725565187","HD丶BUFFALO",2451,"",1076
"604340491","1683135300","CơnMưaNgängQüa",2451,"",2588
"824546190","1203961702","ThanhTuyện",2451,"",811
"736583762","1787417214","Sang_Ziu.98",2451,"",1322
"725919921","1232445863","DNA_phúc19",2451,"",197
"483524714","1863943169","Kιɴԍ๛",2451,"",369
"45098404","1648390110","AvG丶Bo",2451,"",926
"652241733","1068437180","Hiepprovip123",2450,"",1604
"664573848","1399992209","⁷⁸༺Oiʂɧiঔcay",2450,"",543
"56991697","1946082356","13cm_trong_em",2450,"",699
"30612161","1145964256","HoangKhai.CFL",2450,"",260
"188982079","1596376519","QuốcViệtNì",2450,"",1364
"332344542","1590411921","T.T.Kiệt",2450,"",1846
"846520505","1507833926","๛AExLẬP6789๛",2450,"",2261
"316325222","1214420594","『FOV』Ohsusu",2450,"",985
"13180674","1252404073","89HY_KiênzZz",2450,"",870
"409629269","1692538182","HoàngKhanh112",2450,"",1355
"591909520","1080160066","Bố_Của_Bạn",2450,"",700
"303186558","1034194020","Bu282",2450,"",268
"585213453","1662891641","TN丶Hói",2450,"",1462
"171916230","1421603953","ＴＨＡＮＨＢìＮＨ",2449,"",315
"898594861","1974452693","MAi_Mítđặc",2449,"",908
"660875937","1197120983","ᵛᶰシтнᴀɴнɴнã亗",2449,"",1097
"372479012","1393621257","MFA丶SoNic",2449,"",1163
"330893947","1999848230","Cậu_Cả_:3",2449,"",4268
"394812346","1508314878","Dowin",2449,"",841
"890178974","1628405482","15H1-MinhTL14",2449,"",458
"12303653","1014027784","๛Orionɞ",2449,"",1333
"47680125","1949818259","DatDepZai1002",2449,"",2442
"78363553","1608296945","DaViJon",2448,"",350
"852174317","1605247555","ThanhAn1602",2448,"",5
"184311280","1829783016","Kaoru-",2448,"",173
"818493096","1783051343","A͟E͟︵-Vua-Bịp@",2448,"",2646
"611250630","1736924586","Rip_113",2448,"",472
"110316490","1581576524","illPhốNúilli",2448,"",155
"854765489","1500418487","NSNDTRÒN",2448,"",1454
"137919719","1812093767","BÚLỒNEMYÊU",2448,"",1333
"951344422","1946914870","KhôngBiếtTáp",2448,"",2893
"488800059","1534833673","MC_Kemdua9x",2448,"",3344
"256428992","1290694962",".HàThiênLộn.",2447,"",3149
"28496446","1390735948","™HiếuBi™",2447,"",570
"604343234","1579908876","Madar2k9",2447,"",1380
"358498066","1353763744","LiêmLúLẫn",2447,"",249
"50247140","1577056367","〘SoS〙HTĐ",2447,"",2022
"154326592","1701024886","Hếuôngbabị",2447,"",947
"492578201","1609621309","๖HN¹︵☆Hàŋɠ•Độç",2447,"",633
"311930842","1921847159","TRỊSẤYBỪACFL",2447,"",1460
"192425288","1308834171","dunghoitaisao1",2447,"",550
"426534363","1244617222","Đông。sợbịtrap",2447,"",1753
"617282977","1209432771","Yeêuuuuuuuuu",2447,"",783
"673270628","1883336492","DEF_Boi2k",2447,"",169
"407441413","1652882051","PhúPhong47",2446,"",1032
"668506173","1988107136","CoinCard62",2446,"",1697
"186501529","1510279085","Gaunobi",2446,"",710
"108297537","1235229361","ChTàyĐâu",2446,"",340
"192606025","1515715299","C4_DuyS2Anh",2446,"",288
"925986267","1647839718","Miễncũlàđợi",2446,"",1254
"3851452","1330487332","VvROSEvV",2446,"",364
"78789014","1336171271","SUV.PORSCHE911",2446,"",1680
"624666603","1345529728","TôiiBịNgu",2446,"",1059
"896752282","1973716486","Sunny219",2446,"",2107
"748596645","1619717698","『11』Ja-is-zeju",2446,"",5179
"476350308","1997503937","Xuanhien85",2446,"",839
"928197971","1608658604","GOLD︵DRAGON",2445,"",2033
"402170052","1052217418","420^Híu",2445,"",4678
"101123715","1486883142","G9㊎NgnTrung",2445,"",3911
"559823994","1334726974","PiG",2445,"",1747
"173186131","1299034262","Fhi丶Thường",2445,"",2475
"220206663","1147239666","『ʙɪᴀ』TrúcBạch",2445,"",1789
"685663977","1038938399","NhớDiễmMynhiều",2444,"",607
"58606721","1731441707","åñh7çø",2444,"",291
"721034124","1554709438","ThanhSói",2444,"",929
"608254866","1055652787","Su_Đầu~Zé",2444,"",2034
"976215923","1169601571","VươngNhi15",2444,"",2055
"587753372","1018078729","Boy・ﾒămTrổツ",2444,"",951
"123154766","1280497189","Player000",2444,"",1769
"298567153","1157697128","khui-blyat",2444,"",1604
"445049796","1587694067","mót",2444,"",265
"115854321","1093559291","レサン",2444,"",45
"438091527","1542825029","Mechich_47",2443,"",2004
"450800923","1094310758","SWG丶Rito",2443,"",307
"309246790","1505182997","Hẹ2hẹ4;))))",2443,"",547
"889803553","1364887161","不敗PụnChíu´꒳`",2442,"",2060
"862752782","1427400602","ChauVu_CFL",2442,"",1243
"320765976","1325698797","Vanh.Nguyxn",2442,"",592
"940839243","1223675276","HTG•Cá☆Mập",2441,"",586
"276776303","1571358418","CFM.HieuDuong",2441,"",771
"906637810","1929686535","NTPl8386",2441,"",1706
"133733416","1709325075","PhuongRambo",2441,"",349
"205277502","1405169567","ᴛɪᴋɪ",2441,"",1976
"476046058","1191075809","VACNET.EXE",2441,"",478
"617455894","1733505650","》MFA《HậuCoKa",2441,"",1233
"798531159","1481228919","L͜͡G丶HunTer",2440,"",1038
"371206733","1064604634","ChimDàiDáiXệ",2440,"",2284
"124058519","1439052124","TV!-thuccccc",2440,"",1314
"51534021","1535297078","KhangNeeee",2440,"",489
"441352924","1590510960","ember.",2440,"",440
"546449990","1993672425","『19』Bố丶XinMày",2440,"",2019
"933520096","1587404363","Anh_TệLắm",2440,"",658
"731058569","1388220011","cailonmemay!!!",2440,"",1387
"225719005","1756471729","۝AE.Tèoooo",2440,"",889
"539421894","1419230285","(•Sun•)",2440,"",798
"564795722","1634626059","『ᎪᎬ72』LŨ_Đần",2440,"",2992
"80809923","1633968354","S丶Hayonara!",2440,"",1067
"833204255","1797052667","『Nσ』°Shen",2439,"",1175
"286142885","1406027228","๖ۣۜMTV︵HyNoPro",2439,"",731
"331044910","1276685720","99D1-174.74",2439,"",1535
"301812862","1542992052","hùnġđâÿ",2439,"",409
"427836600","1043625801","꧁༺BOSS",2439,"",845
"398713620","1243471423","Bw丶bi_đơ",2439,"",1410
"486112760","1092634696","amurowwe",2439,"",651
"792164708","1574266082","ʙ_ᴍʀ.ᴄʜᴇɴ౨ৎ",2439,"",1328
"135490383","1930740163","『DFG』Henry",2439,"",768
"864926846","1337611919","Shoxiee",2439,"",1086
"746607388","1721888491","HUI",2438,"",262
"461921704","1381041752","SlimzLC",2438,"",824
"879073897","1570796586","MarieX",2438,"",1957
"930711472","1665018455","レ-ﾁ-タイン¥",2438,"",1149
"169962542","1063104998","Phamvi",2438,"",20
"33747931","1104602876","jaychi",2438,"",790
"907419547","1613668904","Trumvientiep",2438,"",108
"458178508","1599411205","AnhBaLé",2438,"",1240
"355185845","1470714823","Chi3nBadfake",2438,"",830
"465798836","1954682426","Tɾườηɡƭàγ",2438,"",1207
"154787082","1907269909","sushisusu",2438,"",378
"342845770","1127770354","╾━╤デ╦︻JMP",2438,"",2435
"259944934","1107009007","ĐầuTrọcĐiTông",2438,"",3894
"959539648","1622388483","ôtrumNO1",2438,"",171
"690241583","1072951063","23łụɱ_Ko.Say",2438,"",900
"268028915","1112394358","seichi⁰⁴",2438,"",174
"462209282","1743509495","TrờiÂmU",2438,"",824
"803009604","1831123337","NZTT*Xin1Kill*",2437,"",2466
"731715183","1564499371","ᴘʜᴀɴᴍɪɴʜᴛʀí..㊎",2437,"",1302
"569829202","1099836854","나미",2437,"",892
"706895185","1000926734","JP「保土ヶ谷」",2437,"",818
"27294337","1422377686","「72」tiêntiên",2437,"",533
"184402883","1363317289","KaiiiZz",2437,"",398
"314445908","1813478844","SiêuNhânred",2437,"",2379
"533397395","1135101782","NhímCôngTúa",2437,"",968
"951863301","1530986320","__Tôm__Đz",2437,"",1326
"111713073","1795077052","Sirokaka",2436,"",2361
"89073014","1429206925","MANxSmile",2436,"",1519
"249392891","1880583433","NhưNhuw1712",2436,"",818
"582884137","1916937383","&Đời.phong.bạc",2436,"",1328
"906609736","1916780036","Kaliana_Jane",2435,"",288
"786277064","1606247488","TàiPhầuu",2435,"",1846
"576340319","1528352024","Ngw.Khann౨ৎ",2435,"",1682
"90706471","1070115832","Bé_Răng_Vẫu",2435,"",698
"138757394","1228817990","Noo",2435,"",291
"371441649","1564003956","PuTinĐạiĐế-47F",2435,"",485
"985512074","1023737917","NgọcNhiPhan",2434,"",1100
"449299286","1422468405","Tiếu.PhiTiêu",2434,"",276
"164780743","1052612316","LOVECHI",2434,"",781
"127698263","1956226150","sơn03",2434,"",185
"227312057","1309012483","EmbeTy",2434,"",287
"103724699","1425672750","Felix.Wil",2434,"",1047
"779662251","1734866600","Timlaituoitho",2434,"",875
"439213614","1435859596","Lucas_Bass260",2434,"",1229
"397036320","1342947021","TBG_Tuấn.",2434,"",3482
"173074853","1602016372","Suarezphong",2434,"",1476
"81327383","1250819921","vnindex",2434,"",744
"113053354","1287703773","Bé_bịm",2434,"",229
"220559421","1559158880","Molyi",2434,"",259
"511391310","1330972231","ĐẠOTÔN",2433,"",290
"68745938","1879540799","KTT丶Đâu°°Xanh°",2433,"",3514
"315986680","1437045417","Miiᰔᩚ",2433,"",332
"766116459","1696550708","Doraemon66",2433,"",1622
"480709173","1831230469","MouseSV",2433,"",1529
"710889155","1122557555","Dihhoa",2433,"",618
"169349095","1361539264","shooter102",2433,"",960
"375456130","1736207242","Zorokiller",2433,"",2646
"384102831","1721993712","CFL-MrHít",2433,"",266
"635536765","1093252382","KuBoTa",2433,"",1529
"464040239","1691740850","Hoang090",2432,"",1295
"416632752","1791519952","Blackredblue",2432,"",1468
"55709145","1222535896","TVB-Phoenix999",2432,"",1752
"686150170","1225668983","FLC.Kcon18",2432,"",1238
"555648156","1102326450","『вʀvт』bac72",2432,"",1691
"618202869","1379978292","LàngNướngThÔn",2432,"",390
"384304845","1108397384","HiHiOmaChii",2431,"",863
"495872247","1876965490","DKwill",2431,"",1256
"858018193","1101477368","FaiWh1",2431,"",2456
"860411721","1231102543","Huy@.com",2431,"",132
"540604706","1136771174","ＨＥＡＤ丶ＳＨＯＴ丶╰‿╯.",2431,"",900
"214940530","1885642281","Lưuanh",2431,"",3485
"398739565","1815090111","Giangnam",2431,"",1772
"738584381","1110832901","AG.NhìnLáMebay",2431,"",4120
"625860026","1846719978","___-",2431,"",2785
"637901497","1943973078","Ak47°°Beast°",2431,"",950
"582471019","1894681771","KTV_BéThỏ",2431,"",1412
"153635698","1601810952","0,0001%",2431,"",2254
"979227541","1131489072","PhiêuBạt",2431,"",876
"25192985","1728312404","VNAF",2431,"",346
"261669231","1444657478","P.l.M.P.",2431,"",953
"325052762","1370865476","HồngMaay!?",2431,"",1651
"559370347","1868941615","Abcxyz678",2430,"",1159
"349387231","1388511343","xTBinn",2430,"",316
"79851011","1769433926","ᰔᩚPepi_199x",2430,"",5178
"580203305","1651141123","kyniem",2430,"",249
"323214049","1124848888","KhôngLỗiHuy",2430,"",1051
"322959860","1506537948",".>ᴗ<K.đức",2430,"",3816
"928211085","1113874716","Bi•",2429,"",1190
"853710588","1859571790","Hiếu-Kuns",2429,"",793
"128778115","1577729252","Nkhang167",2429,"",816
"169416078","1075132642","Tẹtng",2429,"",1065
"63939583","1929734283","BáoThủP520",2429,"",197
"34781707","1628875608","VIE_811",2429,"",1620
"301269443","1720881678","*XuânTócĐỏ*",2429,"",1345
"130055010","1455304633","TÔ!LÂM",2429,"",1812
"953594844","1874481814","dav3ee",2429,"",428
"876888473","1196679822","LaBraDo",2429,"",634
"272859527","1467292732","RX.ZERO206",2429,"",3775
"237478824","1945611849","Varlak",2429,"",467
"259504599","1739978350","BắnNguHayGáy",2429,"",1007
"905337913","1125842408","Kim_An_Viên",2429,"",636
"259138448","1676760920","89丶ThuHằng",2429,"",1195
"647020173","1530277509","Bɨɲ",2429,"",1258
"130106976","1240251403","Tấn_Phát@",2429,"",71
"350339964","1137152700","ᴘʙᴛ丶ᴠɪɴʜtọt:))",2429,"",2243
"908797890","1893175540","♨Mì•Dragon",2429,"",415
"387839072","1088823428","NXY-Hải-Đức",2429,"",4060
"83639124","1683979300","cɧίnɧ_Bắt_Ma",2428,"",3394
"7291467","1230716413","Anh-Ha",2428,"",384
"252432042","1099012411","Hyder2003",2428,"",171
"316920679","1278778549","Thanhdat9999",2428,"",898
"74858139","1806878660","ONE-Gấu",2428,"",493
"820188691","1298831079","BúngDái",2428,"",273
"321112898","1302222306","AnhLàSốMột.",2428,"",1719
"80841117","1019091987","Z76.JoyBoy",2428,"",1957
"116844580","1128915521","RÔCUTEE",2428,"",396
"77214351","1713792313","√kiên√",2427,"",732
"819594720","1081675706","NGAN610",2427,"",1099
"381435938","1329715443","MinhNhiNe",2427,"",855
"89109291","1794433857","King丶Elric",2427,"",626
"59531066","1091023184","ConChimLewLew",2427,"",801
"880955260","1818349217","pin_93",2426,"",955
"770275635","1338093043","deebeez_001",2426,"",1449
"607520259","1410739109","15.mạnh0090",2426,"",3224
"230616936","1507988539","Diễnviênchính!",2426,"",1213
"586787480","1994076223","TuấnĐại丶Nèee",2426,"",1045
"597975832","1077403750","Thôn•HoáLành",2426,"",157
"340640441","1817104063","VoiCÒi",2426,"",357
"826190256","1820033137","LọVươngChíT",2426,"",1743
"763904207","1720715709","aHihi-đồ*gà",2426,"",1389
"97253726","1222790147","CaFe_Sữa_Tươi@",2426,"",4247
"983255932","1224869929","VaR٭MAFIA",2426,"",577
"645602560","1622929001","minhgiótai",2426,"",385
"125003340","1392982618","NgườiPhánxét..",2426,"",775
"107684578","1312608517","BúnREAL",2425,"",1204
"392961048","1610378976","ÍtKiu",2425,"",1375
"302265620","1759163322","Monkey.D.Garp",2425,"",476
"982492228","1920466477","Uchi",2425,"",44
"68907429","1086579522","K.Akai~Shuichi",2425,"",527
"154417756","1256717881","Hoangkha1998",2425,"",179
"827714336","1607158723","ChqosingMacro",2425,"",259
"831401902","1302593095","Qdungbd2303",2425,"",1805
"538437466","1911867876","ConCuTuiBu",2425,"",111
"390341817","1173440442","LờiHayÚaTàn",2425,"",4497
"306427754","1345404578","Vipper",2425,"",476
"796703345","1264304439","NPN•Naim",2425,"",259
"517547347","1224857233","TG.Gray-Sniper",2425,"",3721
"658683731","1341794304","G͜͡4F_KhoaLup",2425,"",929
"152852440","1734475825","T-Graves",2425,"",105
"863833676","1780326177","ThícH~ĐẩY~LáO",2425,"",2373
"748247291","1721827380","ＬＱＣ",2425,"",979
"50731732","1912407974","SiNaKiiBeeLUV",2424,"",690
"485522352","1060198250","『19PT』ᴅũɴɢ2ᴋ8",2424,"",1094
"18281811","1648074376","Ttaiii",2424,"",336
"914541020","1360353810","CúnnBaBy",2424,"",659
"115430682","1042831412","CậuBéNgốxNghếc",2424,"",4097
"433546250","1290634284","Ichina.TNL86",2424,"",1523
"526781679","1642219276","Peppep44",2424,"",322
"180097433","1347220470","Dluan",2424,"",211
"36533127","1924094493","NgaoNgo",2424,"",1068
"784012546","1200481304","Helen_Bates593",2423,"",446
"968443011","1170259620","Báothuaov",2423,"",930
"625703073","1893545927","CF_kusieu",2423,"",1081
"272840222","1700796215","『ᴍᴛ』вaвy",2423,"",2995
"64627958","1781658708","⸻⸻꧄⸻⸻⸻⸻⸻⸻⸻⸻OFF",2423,"",1778
"592148855","1765805215","『ʙᴆ』丶TuanMin",2423,"",2128
"395486735","1149230829","HồngCánhSenNè",2423,"",2871
"161610805","1685010103","Clone.01",2423,"",565
"625152917","1061458548","noobgame",2423,"",213
"721325222","1492060469","VAR-Fucsnip;)",2422,"",1986
"754504380","1545054692","『Ｂ』hades.no¹",2422,"",2193
"387200178","1341597692","LTĐ92",2422,"",1401
"39109836","1567087473","DF\WenMing",2422,"",1868
"680092346","1431523363","TloiTloi",2422,"",1972
"842554813","1849672730","『ᴀᴇ18』Hải_Còi",2422,"",3014
"413244509","1894773318","『PN』Phúc.Kuteˇ",2422,"",1557
"894326483","1218529156","NàngKiềuLỡDái",2422,"",570
"106751578","1470145826","Keyyy",2422,"",863
"332786412","1190636050","BốTênLàNhật",2422,"",951
"350938714","1815861539","大心さん！",2422,"",440
"992375249","1335796730","꧁ＡｎｈＧấｕ꧂",2422,"",224
"562254792","1354548360","VạnBìnhAn.99",2422,"",1353
"158595637","1169649930","Chơithualà9!!",2421,"",813
"259577808","1553969868","Bốđâycon123",2421,"",1281
"809350183","1441757222","Nghia•fishing•",2421,"",1561
"609798489","1809026383","1viêntửthần",2421,"",563
"597579346","1542001577","Sugar-Tankk",2421,"",953
"176825453","1794534898","Lylof96",2421,"",1772
"742780202","1422912803","NTPRSY",2421,"",67
"836073934","1965295472","PhạmTut",2421,"",1374
"764696478","1902000017","quan123dzô",2420,"",790
"509054818","1053411563","『GES』PanNoGyro",2420,"",2002
"971051047","1969102696","MESSIWc2026",2420,"",2856
"105316922","1625536824","Dangtop1cfm",2420,"",708
"6156117","1476912932","Ngô-Tĩnh99",2420,"",848
"365211650","1679183887","Bilong2610",2420,"",900
"954756015","1906151085","GO丶Toàn",2420,"",4144
"593569658","1615830516","RyanTD",2420,"",210
"630410831","1388368841","RBE×M.onion",2420,"",1211
"790224910","1511275501","Oai_Le",2419,"",1381
"524762739","1877949911","WAG-Tuấn",2419,"",795
"33395609","1916183178","HuỳnhBình",2419,"",2193
"558692717","1932164421","CHƠI.QUÁ180",2419,"",163
"994814236","1723497353","〘SF〙*63*JuLy",2419,"",2883
