"id","display_name"
"10735001006","Glass Bead"
"10709002006","Iron Hammer-Chill"
"10405021006","Steyr TMP-Feng Shen Yan Yi"
"10414001006","CZS2-Azure Beach"
"10403002006","MK5-Royal Fire"
"10413001006","FN P90-Fatal Wasp"
"10515005006","KSG-Blue Silver Dragon"
"10516006006","Beretta-Blue Diamond"
"10405012006","Steyr TMP-Wood"
"10609006006","Dual Glock-Hearts"
"10802016001","Flashbang-Venus"
"10201013006","AWM-Azure Jasmine"
"10803003001","Smoke-Red"
"10723001006","Electric Whip"
"10201028006","AWM-Jade"
"10801181001","Grenade-Fireworks"
"10101018006","AK47-Winter Land"
"10102059006","M4A1-Winter Land"
"10109006006","9A91-Winter Land"
"10114006006","AK12-Winter Land"
"10505004006","AA12-Winter Land"
"10307003006","KAC-Winter Land"
"10201010006","AWM-Winter Land"
"10702025006","Laser Dagger-Winter Land"
"10722001006","Stick-Winter Land"
"10748001006","Brick-Winter Land"
"10707004006","Shovel-Winter Land"
"10801027001","Grenade-Winter Land"
"10705012006","Cat Gloves"
"10801007001","Grenade-Firecracker"
"10801080001","Lantern Grenade-Lantern"
"10101003006","AK47-SS"
"10101004006","AK47-Chaos Dragon"
"10101013006","AK47-A Jasmine"
"10101023006","AK47-A-Glittering Jasmine"
"10101027006","AK47-Black Stripes"
"10101059006","AK47-Blue Crystal"
"10101061006","AK47-Gun Girl"
"10101064006","AK47-Sakura"
"10101086006","AK47-RED"
"10101089006","AK47-Gold Phoenix"
"10101096006","AK47-Rose"
"10101115006","AK47-Red Crystal"
"10101170006","AK47-Sakura"
"10101171006","AK47-Black Gold"
"10101176006","AK47-Chroma"
"10101177006","AK47-Azure"
"10101197006","AK47-Sopena"
"10102003006","M4A1-SS"
"10102004006","M4A1-Royal Dragon"
"10102009006","M4A1-Wukong"
"10102012006","M4A1-S Jasmine"
"10102018006","M4A1-Winter Land"
"10102020006","M4A1-Rose"
"10102023006","M4A1-Glittering Jasmine"
"10102031006","M4A1-Fantasy"
"10102034006","M4A1-XS-Ancient Dragon"
"10102080006","M4A1-Sakura"
"10102092006","M4A1-XS-Jade"
"10102126006","M4A1-Red Crystal"
"10102134006","M4A1-Red & White Machine"
"10102136006","M4A1-Black Tiger"
"10102149006","M4A1-Custom Bandage"
"10102158006","M4A1-Finger Rifle"
"10102164006","M4A1-Sakura"
"10102165006","M4A1-Red"
"10102172006","M4A1-Azure"
"10102201006","M4A1-Ultimate Silversmith"
"10102230006","M4A1-Horus"
"10102231006","M4A1-Winter Frost"
"10102245006","M4A1-Guitar Graffiti"
"10102246006","M4A1-Hunter SS"
"10103003006","QBZ95-Flame"
"10103007006","QBZ95-Royal Dragon"
"10103018006","QBZ95-Volcano"
"10104006006","SCAR-Falling Snow"
"10104014006","SCAR-Elite"
"10105004006","AN94-SS"
"10105007006","AN94-Royal Dragon"
"10105012006","AN94-Phoenix"
"10106003006","XM8-Winter Frost"
"10107005006","AUG A1-A-Gold"
"10107006006","AUG-RED"
"10108004006","FAMAS-G2-Rainbow Radiance"
"10108005006","FAMAS-G2-Black Gold Legend"
"10109003006","9A91-SS"
"10109004006","9A91-Royal Fire"
"10109010006","9A91-Jade"
"10109011006","9A91-Knight Blue"
"10109012006","9A91-Halloween"
"10109014006","9A91-Elite"
"10109015006","9A91-Chroma"
"10110007006","M14EBR-Immortal Dragon"
"10110008006","M14EBR-Red Crystal"
"10110010006","M14EBR-Alloy"
"10110012006","M14EBR-Elite"
"10110013006","M14EBR-Chroma"
"10110014006","M14EBR-Azure"
"10110015006","M14EBR-Winter Land"
"10110017006","M14EBR-Ocean Blue"
"10113003006","M16-Royal Dragon"
"10113004006","M16-Blue Crystal"
"10114004006","AK12-SS"
"10114007006","AK12-Royal Gold"
"10115002006","AR-15-SS"
"10115003006","AR-15-Royal Dragon"
"10119003006","QBZ03-Marshall"
"10119004006","QBZ03-Royal Dragon"
"10120013006","QBZ03-Volcano"
"10123003006","HK417-Elite"
"10123009006","HK417-Red Dragon"
"10130001006","AK103-Sweetheart"
"10130003006","AK103-Black Hole"
"10131001006","CR-21-Storm"
"10131002006","CR-21-Flame"
"10132003006","Type 81-Royal Dragon"
"10139008006","G36"
"10140001006","MK47"
"10141001006","SKS"
"10146001006","MK18-Ocean Blue"
"10147001006","QBZ97"
"10401003006","MP5-Jasmine"
"10401007006","MP5KA4-Breeze"
"10401009006","MP5-Winter Frost"
"10402003006","Dual Micro Uzi-Rainbow Radiance"
"10403010006","MK5-Red Crystal"
"10403013006","MK5-Camo Skull"
"10404007006","Thompson-Winter Land"
"10405005006","Dual Steyr TMP-Royal Dragon"
"10405020006","Steyr TMP-Prime"
"10415001006","M12S"
"10501009006","VEPR12-Purple Demon"
"10502003006","Jack Hammer-Ultimate Silversmith"
"10502008006","Jack Hammer-Royal Gold"
"10506002006","M37-Fireworks"
"10506003006","M37-Royal Gold"
"10507001006","Water Jack Hammer"
"10508001006","Type 97-2 Anti-Riot Shotgun-Marshall"
"10515002006","KSG-Royal Dragon"
"10516002006","Beretta"
"10301003006","M60-Mutant Killer"
"10302004006","RPK-Jasmine"
"10303008006","MG3-Inferno Demon"
"10303010006","MG3-Camo Skull"
"10304004006","M249-Oriental Phoenix"
"10304005006","M249-Perfect Silver"
"10304008006","M249-Royal Gold"
"10305009006","Gatling Gun-Blue Crystal"
"10307002006","KAC-Ancient Dragon"
"10307004006","Phoenix KAC"
"10307005006","KAC-Camo Skull"
"10318001006","Lewis Gun-Chill"
"10319001006","CETME Ameli-Alloy"
"10320001006","MG36"
"10321001006","QBB95"
"10201006006","AWM-A Jasmine"
"10201015006","AWM-Romance"
"10201021006","AWM-Winter Land"
"10201023006","AWM-Warmth"
"10201024006","AWM-Blue Crystal"
"10201039006","AWM-Black Tiger"
"10201048006","AWM-Chroma"
"10201052006","AWM-Ultimate Silversmith"
"10201054006","AWM-Volcano"
"10202006006","Barrett M82A1-Wukong"
"10202008006","Barrett M82A1-Peony"
"10202022006","Barrett M82A1-Halloween"
"10202025006","Barrett M82A1-Gold Phoenix"
"10202026006","Barrett M82A1-Immortal Dragon"
"10202046006","Barrett M82A1-Sakura"
"10202053006","Barrett M82A1-Paper"
"10206003006","M200-Winter Land"
"10206004006","M200-Blue Pottery"
"10206006006","M200-Elite"
"10206007006","M200-Doodle"
"10209009006","QBU09-Volcano"
"10211010006","Kar98K-Chromatic"
"10211013006","98K-Volcano"
"10213001006","APR338-Breeze"
"10214001006","FRF2-Chill"
"10214003006","FRF2-Horus"
"10215003006","Savage-Chocolate"
"10601007006","USP-Royal Dragon"
"10602011006","Desert Eagle-Glittering Jasmine"
"10602018006","Desert Eagle-Toy"
"10602028006","Desert Eagle-Merry"
"10602035006","Desert Eagle-Ice Crystal"
"10602041006","Desert Eagle-Rose"
"10602042006","Desert Eagle-Immortal Dragon"
"10602046006","Dual Desert Eagle-Storm"
"10602049006","Dual Desert Eagle-Bloodthirsty"
"10602052006","Desert Eagle-Fried Chicken Thighs"
"10602053006","Desert Eagle-Black Tiger"
"10602070006","Dual Colt1991-Finger Pistol"
"10602071006","Desert Eagle-Full Firepower"
"10602074006","Desert Eagle-Chroma"
"10602080006","Dual Desert Eagle-Gold Fiend"
"10602082006","Desert Eagle-Azure"
"10602083006","Desert Eagle-Crystal"
"10602091006","Dual Desert Eagle-Flame"
"10602092006","Desert Eagle-Illusion"
"10602101006","Dual Desert Eagle-Phantom"
"10603008006","Mauser M1896-Ultimate Silversmith"
"10603009006","Mauser M1896-Royal Dragon"
"10604001006","Raging Bull"
"10607002006","Anaconda-Royal Fire"
"10607010006","Python-Breeze"
"10607013006","Anaconda-Alloy"
"10609003006","Glock-Mobile Team"
"10609004006","Modified Glock"
"10609005006","Dual Glock"
"10612001006","Toy Slingshot"
"10615003006","QSZ92-Falling Snow"
"10615004006","QSZ92-Marshall"
"10617001006","Batarang"
"10617009006","Dual Double Barrel-Crystal"
"10618001006","Kolibri"
"10621001006","CZ75"
"10623001006","Dual Colt1911-Halloween"
"10623002006","Colt1911-RED"
"10628005006","MK23-Silencer"
"10702007006","Scythe-Laborer"
"10702010006","Ice Cream Dagger"
"10702013006","Lightsaber"
"10702015006","Baton-Marshall"
"10702017006","Wooden Spoon-Rice"
"10702023006","Teaching Ruler"
"10702024006","Invisible Assassin Sword-Halloween"
"10702033006","Knife-Black Tiger"
"10702037006","Knife-Ice Cream"
"10702038006","Voidblade"
"10702065006","Void Rapier"
"10702066006","Carrot Blade"
"10703006006","B.C Axe-Royal Fire"
"10703020006","Phoenix B.C Axe"
"10703029006","B.C Axe-Lotus"
"10703030006","B.C Axe-Chroma"
"10703031006","Illusion Dual Axe"
"10703032006","B.C Axe-Prime"
"10703035006","Magic Broom"
"10703047006","B.C Axe-SS"
"10704014006","Kukri-Jade"
"10704020006","Kukri-Red Crystal"
"10704021006","Kukri-Immortal Dragon"
"10704043006","Kukri-Bumblebee"
"10704058006","Kukri-Flame"
"10704059006","Kukri-Winter Frost"
"10705002006","Dragon Fists-Chaos Dragon"
"10705008006","Storm Gloves"
"10705011006","Bayonet-Rainbow Radiance"
"10705013006","Dual Karambit-Royal Dragon"
"10705018006","Dual Karambit-Sakura"
"10705021006","Gold Karambit"
"10705022006","Golden Demon Gloves"
"10705023006","Gloves-Camo Skull"
"10705026006","Gloves-Blaze"
"10705027006","Dual Karambit-Chocolate"
"10705034006","Brass Knuckles-Volcano"
"10706002006","Keris-Winter Land"
"10706008006","Keris-Mithril"
"10706013006","Vajra"
"10706032006","Keris-Camo Skull"
"10707007006","Toy Flyswatter"
"10707017006","Shovel-Red"
"10707026006","Shovel-Azure"
"10707031006","Shovel-Horus"
"10709003006","Spanner-Beijing Opera"
"10710001006","Iron Hammer"
"10710006006","Laborer's Iron Hammer"
"10710009006","Hammer-Lollipop"
"10710011006","Thunder's Wrath-Alpha"
"10710014006","Void Mallet"
"10714001006","CF Torch"
"10719008006","Dual Dragon"
"10721001006","Pan-Frying Pan"
"10801057001","Dynamite Grenade"
"10801058001","Magic Bullet"
"10801060001","Grenade-Yo-yo"
"10801074001","Grenade-Halloween"
"10801076001","Grenade-Winter Land"
"10801082001","Grenade-Valentine"
"10801084001","Grenade-Lion Dance"
"10801094001","Grenade-Rubik's Cube"
"10801099001","Iron Mace-Storm"
"10801113001","Grenade-Continue"
"10801127001","Grenade-Sakura"
"10801128001","Grenade-Snowflake"
"10801129001","Grenade-Rose"
"10801135001","Grenade-Soap"
"10801136001","Grenade-Squawking Chicken"
"10801137001","Grenade-Mutant Baby"
"10801142001","Wide Grenade-Chroma"
"10801143001","Grenade-Azure"
"10801144001","Iron Mace-Camo Skull"
"10801145001","Grenade-Smile"
"10801148001","Grenade-Kungpeng"
"10801160001","Grenade-Prime"
"10801182001","Grenade-Reactor"
"10801189001","Grenade-Candyfloss"
"10802011001","Flashbang-Gold Phoenix"
"10802027001","Flashbang-M4A1-Gun Girl"
"10802028001","Flashbang-AK47-Gun Girl"
"10802029001","Flashbang-Barrett M82A1-Gun Girl"
"10802032001","Flashbang-Desert Eagle-Gun Girl"
"10802048001","Flashbang-White Tiger"
"10802065001","Flashbang-Noble Dragon"
"10803060001","Smoke-Halloween"
"10803070001","Smoke-Fire Ball"
"10819003001","Bình Graffiti"
"10801046001","Grenade-Weaver Girl and Cowherd"
"10801020001","Grenade-Infection"
"10801008001","Grenade-Kiss"
"10719004006","Nunchaku-Summer Limited"
"10801024001","Lamb Grenade"
"10801028001","Chicken Transformation Grenade"
"10801029001","Grenade-Lucky Knot"
"10801030001","Goddess Grenade"
"10801258001","Grenade Rắn Tham Ăn"
"10802009001","Memory Erasing Stick"
"10729001006","Linesman Flag"
"10801061001","Grenade-Soccer"
"10210001006","QBU88-Ngụy Trang"
"10801044001","Grenade-Summer Limited"
"10118003006","QBZ03-Summer Limited"
"10615002006","QSZ92-Summer Limited"
"10801047001","Eraser Grenade"
"10801036001","Worker Doll Grenade"
"10801040001","Top Scholar Grenade"
"10201009006","AWM-Ultimate Silver"
"10505002006","AA12-S"
"10305003006","Gatling Gun-Ultimate Silver"
"10303004006","MG3-Camo"
"10202001006","Barrett M82A1"
"10607001006","Anaconda"
"10704001006","Kukri"
"10707001006","Shovel"
"10801002001","Wide Grenade"
"10102017006","M4A1-Ultimate Silver"
"10104002006","SCAR-Ultimate Silver"
"10108002006","FAMAS-S"
"10101002006","AK47-A"
"10737001006","Jungle Knife-Knight Blue"
"10110002006","M14EBR-S-Camo"
"10103002006","QBZ95-A"
"10105002006","AN94-Camo"
"10109001006","9A91-S"
"10206001006","M200"
"10304002006","M249-S"
"10403001006","MK5-T Tiger"
"10405002006","Steyr TMP-S"
"10602008006","Desert Eagle-A"
"10709001006","Wrench"
"10209001006","QBU09"
"10102016006","M4A1-Custom Elite"
"10307001006","KAC-Vanguard"
"10104003006","SCAR-Camo"
"10305001006","Gatling Gun"
"10114001006","AK74"
"10107002006","AUG-S"
"10114002006","AK12"
"10125001006","M6 Assault Rifle"
"10126001006","RX4 Storm"
"10402001006","UZI"
"10413002006","P90"
"10417002006","PP19 Bizon"
"10418001006","Micro-Galil"
"10419001006","MP7"
"10519001006","M1216"
"10611001006","P228"
"10702004006","Harvester"
"10706043006","Keris"
"10208001006","Colt WA2000"
"10501003006","XM1014-A"
"10103001006","QBZ95"
"10104001006","SCAR"
"10110001006","M14EBR"
"10105001006","AN94"
"10303001006","MG3"
"10501001006","XM1014"
"10502001006","Jack Hammer"
"10503001006","Armsel Striker"
"10602001006","Desert Eagle"
"10703001006","B.C Axe"
"10201008006","AWM-B"
"10301002006","M60-A"
"10401004006","MP5KA4"
"10401002006","MP5-A"
"10404001006","Thompson"
"10107001006","AUG"
"10108001006","FAMAS"
"10113001006","M16"
"10304001006","M249"
"10203001006","DRAGUNOV"
"10101001006","AK47"
"10102001006","M4A1"
"10201001006","AWM"
"10501002006","SPAS-12"
"10401001006","MP5"
"10601001006","USP"
"10801001001","Grenade"
"10803001001","Smoke"
"10301001006","M60"
"31920204301","Barrett M82A1-Born Beast-Warth of Legend"
"31970407601","Kukri-Dragon-Legend"
"31970405201","Kukri-Dragon-Master"
"31910113801","AK47-Iron Beast-Legend"
"31910114901","AK47-Iron Beast-Diamond"
"31960210701","Desert Eagle-Born Beast-Master"
"31910200502","M4A1-Iron Beast-Master"
"31980111201","Grenade-Born Beast-Continue"
"31980203101","Flashbang-Born Beast-Continue"
"31980302501","Smoke-Born Beast-Continue"
"31910118401","AK47-Triệu Vân-Demon"
"31960300701","Mauser Giảm Thanh-Triệu Vân-Demon"
"31970603401","Thương Long Đảm-Sát Ma"
"31910115901","AK47-Tào Tháo-Overload"
"31910208901","M4A1-Iron Beast-Noble Gold-Champion Miracle"
"31960204701","Desert Eagle-Born Beast-Noble Gold-Champion Miracle"
"31970402301","Kukri-Beast-Noble Gold-Champion Miracle"
"31910111701","AK47-Born Beast-Noble Gold-Champion Miracle"
"31960701201","Bánh Xe Vương Giả-Champion Miracle"
"31970702201","Đòn Đánh Vương Giả-Champion Miracle"
"31980110601","Grenade-Born Beast-Noble Gold-Champion Miracle"
"31980202101","Flashbang-Born Beast-Noble Gold-Champion Miracle"
"31980301901","Smoke-Born Beast-Noble Gold-Champion Miracle"
"31960205801","Desert Eagle-Born Beast-Noble Gold-Champion Miracle"
"31970302401","B.C Axe-Beast-Noble Gold-Champion Miracle"
"31980111101","Grenade-Iron Beast-Noble Gold-Champion Miracle"
"31980302401","Smoke-Iron Beast-Noble Gold-Champion Miracle"
"31980203001","Flashbang-Iron Beast-Noble Gold-Champion Miracle"
"31980111701","Grenade AK47-Beast-Noble Gold-Champion Miracle"
"31980204001","Flashbang-AK47-Beast-Noble Gold-Champion Miracle"
"31980204101","Flashbang-AK47-Beast-Noble Gold-Beast Lava"
"31980302901","Smoke-AK47-Beast-Noble Gold-Beast Lava"
"31910216601","M4A1-Born Beast-Noble Gold-Champion Miracle"
"31980113001","M4A1-Born Beast-Noble Gold Grenade-Champion Miracle"
"31980204401","Flashbang-Born Beast-A-Noble Gold-Champion Miracle"
"31980303201","Smoke-Born Beast-A-Noble Gold-Champion Miracle"
"31920201901","Barrett M82A1-Born Beast-Noble Gold-Champion Miracle"
"31960207501","Desert Eagle-Thunder-Noble Gold-Champion Miracle"
"31970501901","Bladed Knuckles-Infernal Dragon-Noble Gold-Champion Miracle"
"31910121801","AK47-Steel Empire-Noble Gold-Champion Miracle"
"31910113101","AK47-Born Beast-Continue"
"31960701401","Anaconda-Born Beast-Continue"
"31970702301","Shovel-Born Beast-Continue"
"31910108101","AK47-Iron Beast-Ragnarok"
"31910210201","M4A1-Born Beast-Ragnarok"
"31910110201","AK47-Beast-Ragnarok"
"31960204401","Desert Eagle-Beast-Ragnarok"
"31970402201","Kukri-Beast-Ragnarok"
"31920203601","Barrett M82A1-Born Beast-Ragnarok"
"31970601701","Keris-Born Beast-Ragnarok"
"31960205701","Desert Eagle-Born Beast-Ragnarok"
"31970303301","B.C Axe-Iron Beast-Ragnarok"
"31960210001","Desert Eagle-Iron Beast-Ragnarok"
"31910120901","AK47-Born Beast-Ragnarok"
"31960702801","Anaconda-Born Beast-Ragnarok"
"31970702801","Shovel-Born Beast-Ragnarok"
"31980118401","Grenade-Born Beast-Ragnarok"
"31980206901","Flashbang-Born Beast-Ragnarok"
"31980305301","Smoke-Born Beast-Ragnarok"
"31980120301","Grenade-Beast-Ragnarok"
"31980207501","Flashbang-Beast-Ragnarok"
"31980306301","Smoke-Beast-Ragnarok"
"31961701301","Dual Double Barrel-Born Beast-Ragnarok"
"31970206101","Laser Dagger-Born Beast-Ragnarok"
"31980120401","Grenade-Born Beast-A-Ragnarok"
"31980207601","Flashbang-Born Beast-A-Ragnarok"
"31980306401","Smoke-Born Beast-A-Ragnarok"
"31940501401","Dual Steyr TMP-Angel-Blood"
"31910209301","M4A1-Iron Beast-Ragnarok"
"31910124801","AK47-Mộc Lan-Iron Lady"
"31910228001","M4A1-Beast-Ragnarok"
"31960902001","Glock-Beast-Ragnarok"
"31970504701","Bladed Knuckles-Beast-Ragnarok"
"31910209601","M4A1-Ranger-Frost"
"31910107701","AK47-Ranger-Frost"
"31920104501","AWM-Ranger-Frost"
"31960207701","Desert Eagle-Ranger-Frost"
"31970702401","Shovel-Ranger-Frost"
"31980113201","Molotov-Ranger-Frost"
"31980204601","Flashbang-Ranger-Frost"
"31980303401","Smoke-Ranger-Frost"
"31910118601","AK47-Beast-Frost"
"31960208701","Desert Eagle-Beast-Frost"
"31970404001","Kukri-Beast-Frost"
"31980115301","Grenade-Beast-Frost"
"31980205601","Flashbang-Beast-Frost"
"31980304301","Smoke-Beast-Frost"
"31910200501","M4A1-Iron Beast-Punk"
"31910200601","M4A1-Born Beast-Punk"
"31920202001","Barrett M82A1-Born Beast-Punk"
"31960203401","Desert Eagle-Born Beast-Punk"
"31970601401","Keris-Born Beast-Punk"
"31971000801","Thunderbolt Hammer-Iron Beast-Punk"
"31961400501","COP 357-Iron Beast-Punk"
"31910112101","AK47-Anubis-Punk"
"31910104901","AK47-Beast-Punk"
"31961700601","Dual Double Barrel-Born Beast-Punk"
"31970204001","Laser Dagger-Born Beast-Punk"
"31960207601","Desert Eagle-Beast-Punk"
"31970403401","Kukri-Beast-Punk"
"31980113101","Grenade-Beast-Punk"
"31980204501","Flashbang-Beast-Punk"
"31980303301","Smoke-Beast-Punk"
"31910117201","AK47-Born Beast-Punk"
"31960702001","Anaconda-Born Beast-Punk"
"31970702501","Shovel-Born Beast-Punk"
"31980113801","Grenade-Born Beast-Punk"
"31980204901","Flashbang-Born Beast-Punk"
"31980303601","Smoke-Born Beast-Punk"
"31910217701","M4A1-Beast-Punk"
"31960901201","Modified Glock-Beast-Punk"
"31970502401","Bladed Knuckles-Beast-Punk"
"31910218601","M4A1-Predator-Punk"
"31962500401","CZ75-Predator-Punk"
"31973800501","Jungle Knife-Predator-Punk"
"31910218801","M4A1-Anubis-Punk"
"31910125701","AK47-Iron Beast-Punk"
"31960213101","Desert Eagle-Iron Beast-Punk"
"31970305101","B.C Axe-Iron Beast-Punk"
"31980123001","Grenade-Predator-Punk"
"31980209201","Flashbang-Predator-Punk"
"31980308201","Smoke-Predator-Punk"
"31980116301","Grenade Beast-Prime"
"31980205701","Flashbang-Beast-Prime"
"31980304401","Smoke-Beast-Prime"
"31970502901"," Beast Knuckles-Prime"
"31910221301","M4A1-Beast-Pro Max"
"31960901601","Modified Glock-Beast-Pro Max"
"31970503501","Bladed Knuckles-Beast-Pro Max"
"31910222701","M4A1-Predator-Mosaic"
"31962500601","CZ75-Predator-Mosaic"
"31973800801","Jungle Knife-Predator-Mosaic"
"31961700701","Dual Double Barrel-Born Beast-Prime"
"31970204201","Laser Dagger-Born Beast-Prime"
"31910221201","M4A1-Born Beast-Paper"
"31961701201","Dual Double Barrel-Born Beast-Paper"
"31970206001","Laser Dagger-Born Beast-Mảnh Giấy"
"31910122801","AK47-Born Beast-Mini"
"31960703301","Anaconda-Born Beast Awakening-Hummingbird"
"31920206901","Barrett M82A1-Born Beast-Truyện tranh"
"31970604501","Keris-Born Beast-Truyện tranh"
"31910224101","M4A1-Tournament Spirit-Thịnh Vượng"
"31910123501","AK47-Chiến Hồn Đấu Trường-Thịnh Vượng"
"31971001801","Thunder-Comic"
"31910112201","AK47-Gladiator-Mithril"
"31910123601","AK47-Gladiator-Spring Festival"
"31920103601","AWM-Infernal Dragon-Devil"
"31920105001","AWM-Infernal Dragon-Heroic Battlegear"
"31961401201","COP 357-Iron Beast-Truyện tranh"
"31970704001","Shovel-Born Beast-Modern Metal"
"31970703001","Shovel-Born Beast-Mini"
"31970301301","B.C Axe-Beast-Devil"
"31910209001","M4A1-Predator-Mithril"
"31970402501","Kukri-Dragon-Devil"
"31970500901","Knuckle2-Infernal Dragon-Devil"
"31960208101","Desert Eagle-Born Beast-Purple Demon"
"31970404401","Kukri-Dragon-Heroic Battlegear"
"31910218701","M4A1-Iron Beast-Virgo"
"31910121001","AK47-Beast-A-Gun Girl"
"31920206701","Barrett M82A1-Born Beast-Súng Nữ"
"31910220401","M4A1-Iron Beast-Truyện tranh"
"31960210901","Desert Eagle-Born Beast-Truyện tranh"
"31910122901","AK47-Iron Beast-Rust"
"31960211601","Desert Eagle-Iron Beast-Rust"
"31970304401","B.C Axe-Iron Beast-Rust"
"31910222801","M4A1-Ranger-Gun Girl"
"31970406101","Kukri-Beast Rust"
"31970304501","B.C Axe-Beast Rust"
"31970504001","Knuckle2-Infernal Dragon-Gỉ Sét"
"31910123201","AK47-Star Speed 361-Paper"
"31910223601","M4A1-Tập Kích-Paper"
"31910224801","M4A1-Born Beast-Metal"
"31960212601","Desert Eagle-Born Beast-Metal"
"31920106401","AWM-Ranger-Gun Girl"
"31970407301","Kukri-Beast-Trời Sao"
"31910107801","AK47-Anubis-Devil"
"31910209501","M4A1-Beast-Energy Core"
"31910213001","M4A1-Predator-Prime"
"31962500201","CZ75-Predator-Prime"
"31973800301","Jungle Knife-Predator-Prime"
"31980110801","Grenade-Predator-Prime"
"31980302101","Smoke-Predator-Prime"
"31980202301","Flashbang-Predator-Prime"
"31920202901","Barrett M82A1-Born Beast-Frost"
"31920205501","Barrett M82A1-Iron Shark-Summer Breeze"
"31970204901","Butterfly Knife-Iron Shark-Summer Breeze"
"31963000201","Dual Colt-Iron Shark-Summer Breeze"
"31910107401","AK47-Beast-Jade"
"31960204801","Desert Eagle-Beast-Jade"
"31970402401","Kukri-Beast-Jade"
"31980110201","Grenade-Beast-Jade"
"31980201801","Flashbang-Beast-Jade"
"31980301601","Smoke-Beast-Jade"
"31910501301","AN94-Smilodon-Treasure"
"31910232001","M4A1-Born Beast-Inferno Blaze"
"31910232101","M4A1-Iron Beast-ProMax"
"31910129601","AK47-Anubis-Paper"
"31921101601","98K-Born Beast-Prime"
"31951501501","KSG-Born Beast-Prime"
"31932000301","MG36-Born Beast-Prime"
"31980122901","Grenade-Born Beast-A-Prime"
"31980209101","Flashbang-Born Beast-A-Prime"
"31980308101","Smoke-Born Beast-A-Prime"
"31980600801","Molotov-Born Beast-A-Prime"
"31910115001","AK47-Iron Beast-Heroic Battlegear"
"32001134000","M4A1-Iron Beast-Starlight"
"32001176000","AK47-Iron Beast-Ionic"
"32001244000","AK47-Beast-Floating"
"32001154000","Field Shovel-Born Beast Flames"
"32001243000","AK47-Iron Beast-Dusty"
"32001263000","M4A1-Born Beast-Shadow"
"32001165000","AK47-Born Beast-Flames"
"32001356000","M4A1-Iron Beast-Noble Gold-Shadow"
"32001283000","Barrett M82A1-Born Beast-Radiance"
"32001354000","Barrett M82A1-Born Beast-Ionic"
"32001189000","Thunderbolt Hammer-Iron Beast-Lighting"
"32001136000","M4A1-Iron Beast-Original"
"32001116000","M4A1-Predator-Thunder Soul"
"32001372000","M4A1-Born Beast-Ionic"
"32001113000","Barrett M82A1-Born Beast-Noble Gold-Ice"
"32001127000","Keris-Born Beast-Mystic Blue"
"32001328000","AK47-Cao Cao-Shadow Runner"
"32001250000","AK47-Beast-Noble Gold-Ice"
"32001252000","M4A1-Iron Beast-Noble Gold-Ice"
"32001014000","AK47-Iron Beast-Rhythmic Yellow"
"32001209000","AK47-Iron Beast-Pink & Blue"
"32001210000","AK47-Iron Beast-Red & Green"
"32001133000","M4A1-Ranger-Gold"
"32001203000","M4A1-Iron Beast-Red Green"
"32001222000","Kukri-Imperial Gold"
"32001226000","Knuckle2-Infernal Dragon-Pink & Blue"
"32001227000","Knuckle2-Infernal Dragon-Red & Green"
"32001229000","Kukri-Dragon-Pink & Blue"
"32001230000","Kukri-Dragon-Red & Green"
"32001153000","AK47-Beast-Bluelight"
"32001387000","AK47-Beast-Yellow"
"32001145000","M4A1-Beast-Gold"
"32001110000","M4A1-Born Beast-Yellow"
"32001111000","M4A1-Born Beast-Gray"
"32001112000","M4A1-Born Beast-Gold"
"32001276000","M4A1-Born Beast-Pink & Blue"
"32001208000","Barrett M82A1-Born Beast-Noble Gold-Copper"
"32001164000","AK47-Born Beast-Bluelight"
"32001204000","AK47-Born Beast-Red & Green"
"32001041000","Barrett M82A1-Born Beast-Yellow"
"32001042000","Barrett M82A1-Born Beast-Gray"
"32001043000","Barrett M82A1-Born Beast-Gold"
"32001277000","Barrett M82A1-Born Beast-Neon"
"32001278000","M4A1-Tournament Spirit-Yellow & Blue"
"32001279000","M4A1-Tournament Spirit-Yellow & Purple"
"32001197000","M4A1-Iron Beast-Noble Gold-Copper"
"32001158000","AK47-Ranger-Violet"
"32001370000","QBU09-El Dorado-Noble Gold-Copper"
"32001188000","COP 357-Iron Beast-Yellow"
"32001038000","Desert Eagle-Born Beast-Yellow"
"32001039000","Desert Eagle-Born Beast-Gray"
"32001040000","Desert Eagle-Born Beast-Gold"
"32001358000","AK47-Steel Empire-Noble Gold-Copper"
"32001396000","AWM-Red Frame Hawk-Yellow"
"32001385000","98K-Satellite-Yellow"
"32001340000","AK47-Mulan-Pink & Blue"
"32001050000","Desert Eagle-Born Beast-Blue"
"32001051000","Desert Eagle-Born Beast-Green"
"32001052000","Desert Eagle-Born Beast-Space Purple"
"32001053000","Desert Eagle-Born Beast-Pink"
"32001054000","Desert Eagle-Born Beast-Snow"
"32001130000","M4A1-Ranger-Purple"
"32001131000","M4A1-Ranger-Green"
"32001132000","M4A1-Ranger-Red"
"32001166000","Dual Steyr TMP-Angel-Green"
"32001167000","Dual Steyr TMP-Angel-White"
"32001168000","Dual Steyr TMP-Angel-Purple"
"32001169000","Dual Steyr TMP-Angel-Pink"
"32001170000","Dual Steyr TMP-Angel-Red"
"32001246000","M4A1-Iron Beast-Void"
"32001219000","Kukri-Imperial Red"
"32001220000","Kukri-Imperial Snow"
"32001221000","Kukri-Imperial Green"
"32001223000","Knuckle2-Infernal Dragon-Blue"
