"id","name","pham","fam","loai","tot","M_T1_CB","M_T1_DN","M_T1_TA","M_T1_HT","M_T1_F","M_T2_CB","M_T2_DN","M_T2_TA","M_T2_HT","M_T2_F","M_T3_CB","M_T3_DN","M_T3_TA","M_T3_HT","M_T3_F","M_T4_CB","M_T4_DN","M_T4_TA","M_T4_HT","M_T4_F","M_T5_CB","M_T5_DN","M_T5_TA","M_T5_HT","M_T5_F","M_T6_CB","M_T6_DN","M_T6_TA","M_T6_HT","M_T6_F","M_T7_CB","M_T7_DN","M_T7_TA","M_T7_HT","M_T7_F"
"10101036006","AK47-SSS","Orange","AK47","Rifle",136568,13792,435,85,2,13334,13568,520,6,1,11358,18269,827,12,1,11004,11715,454,14,0,8810,6996,266,8,0,8406,4914,151,6,0,7266,1770,57,3,0,2518
"10214003006","FRF2-Horus","Purple","Bắn tỉa khác","Sniper",136090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950,118,1,0,3370,16025,596,9,0,50711,10672,254,8,3,46762,1140,37,0,0,3434
"10102255006","M4A1-Summer-Alpha","Gold V","M4A1","Rifle",135489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28985,2572,47,2,0,79111,2682,12,0,0,15397,285,0,0,1,6260,135,0,0,0
"10404004006","Thompson-Gilt","Orange","SMG","SMG",134052,22746,404,13,5,52989,5024,60,0,0,11508,4036,78,0,0,9867,1184,23,1,1,4003,1914,20,0,0,7488,2892,94,4,0,7215,350,8,0,0,2125
"10601001006","USP","Whtie","Súng lục","Secondary",132783,5216,136,31,3,32227,2307,88,6,3,17536,1749,69,4,0,23567,1396,76,4,1,14574,908,51,3,0,13085,718,76,6,3,14318,200,34,1,0,4387
"10201052006","AWM-Ultimate Silversmith","Purple","AWM","Sniper",132503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,20,0,0,643,20114,679,26,1,57831,9057,311,7,1,36129,925,72,3,0,6373
"10206005001","M200-Dominator","Gold VVIP","M200","Sniper",131028,11794,1339,67,10,1156,12443,2209,112,23,759,21788,4309,171,44,825,17714,3921,212,107,708,16088,3867,194,14,582,13318,3629,145,37,644,9474,2757,95,22,451
"10408008006","QCW05-Yumo","Orange","SMG","SMG",130219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,99,9,2,238,61353,2503,94,9,62494,1482,35,0,0,979
"10102076006","M4A1 (mã 076)","","M4A1","Rifle",129504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12367,911,0,0,521,103757,5151,5,0,6792
"10801121001","Grenade-Gold","Orange","Đặc biệt","Utility",127960,23149,500,12,0,43302,8286,163,4,1,12625,6909,87,0,0,9108,3277,58,1,0,4335,2479,44,1,0,4113,2250,25,1,0,4024,1069,12,0,0,2125
"10703014006","B.C Axe-Blue Crystal","Purple","Cận chiến","Melee",127653,3403,36,1,0,42350,2865,25,0,0,27017,1707,14,0,0,16606,1561,19,0,0,12922,1475,27,0,1,9452,685,10,0,0,5433,78,0,0,0,1966
"10617009006","Dual Double Barrel-Crystal","Purple","Súng lục","Secondary",125948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,42,0,0,478,28977,1174,2,1,13385,37034,1264,24,0,17482,16437,329,19,0,8111
"10102077001","M4A1-Blue Crystal","Purple","M4A1","Rifle",125923,3292,70,1,1,48278,1400,28,1,0,22004,1194,29,2,0,23326,749,17,0,0,17596,291,16,0,2,3154,294,19,0,0,2975,114,6,0,0,1064
"10704006006","Kukri-Glory","Purple","Cận chiến","Melee",125429,0,0,0,0,2,0,0,0,0,0,10648,136,1,1,21904,10032,110,0,1,25486,14262,103,0,2,23904,4780,15,0,0,10313,1139,4,0,0,2586
"10102116006","M4A1-Rush","Gold VVIP","M4A1","Rifle",124313,0,0,0,0,0,0,0,0,0,0,38472,15519,742,100,6,21913,7502,513,63,2,17137,5435,247,24,0,7659,2918,107,19,2,4238,1620,56,8,11
"10519002006","M1216-Blood Moon","Gold V","Shotgun","Shotgun",122418,45577,1162,19,0,67336,984,8,0,0,1769,0,0,0,0,0,36,0,0,0,25,1773,150,4,0,1040,924,56,1,0,650,451,25,0,0,428
"10101047006","AK47-Fire Hawk","Purple","AK47","Rifle",121365,9709,476,10,2,13133,12480,552,34,0,13206,9488,303,83,0,15484,5466,138,81,0,11148,2539,48,16,0,9914,2151,32,4,2,10685,668,7,3,0,3503
"10702096006","Knife Ultimate Goldsmith","Gold V","Cận chiến","Melee",119389,0,0,0,0,0,0,0,0,0,0,17094,802,6,0,13229,14782,744,4,2,3447,34734,1665,11,2,10783,13197,399,1,1,4372,2889,48,0,0,1177
"10614007006","COP 357-Royal Blue Gold Dragon","Orange","Súng lục","Secondary",117730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18830,16160,466,32,0,27583,22340,713,20,0,17651,13586,346,2,0
"10110004006","M14EBR-Born Beast-Alpha","Gold V","Súng trường khác","Rifle",115963,5467,3164,464,29,0,3064,1438,125,8,0,1260,793,98,6,0,350,476,15,2,0,669,317,26,9,42,49864,4002,92,0,15263,19922,1169,21,1,7807
"10101028001","AK47-Born Beast","Gold V","AK47","Rifle",115100,0,0,0,0,0,27016,1344,68,13,26138,14881,941,42,0,10947,5786,368,13,3,4857,4666,342,11,2,3725,3713,276,2,0,3292,3053,184,3,0,3414
"10603005006","Mauser M1896-Sakura","Purple","Súng lục","Secondary",114923,23989,668,7,0,17517,12957,353,4,2,8130,9775,157,3,0,6835,7915,154,0,0,5198,6012,76,1,0,4944,3197,17,1,0,3604,1569,6,0,0,1832
"10405005006","Dual Steyr TMP-Royal Dragon","Purple","SMG","SMG",113654,0,0,0,0,0,32167,381,6,2,69087,1957,16,0,0,10038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10101096006","AK47-Rose","Purple","AK47","Rifle",111389,0,0,0,0,0,32179,874,12,0,78260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25,0,0,0,37
"10628008006","MK23-Dilophosaurus","Gold VVIP","Súng lục","Secondary",110556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,69783,37950,2618,166,35
"10303001006","MG3","Green","SMG","Machine Gun",109783,3174,28,0,1,19718,1841,74,1,0,10884,1274,16,0,0,8556,994,6,0,0,8511,1844,10,0,2,19470,1908,16,0,0,22219,465,0,0,0,8771
"10403015006","MK5-Connotation Mystery","Orange","SMG","SMG",108532,25909,726,28,2,16441,21494,295,9,0,23588,3730,53,1,0,2734,1368,31,1,0,1076,1426,35,3,0,920,5215,181,16,0,2644,340,4,0,0,262
"10138002006","QBZ19-Angel","Gold V","Súng trường khác","Rifle",107144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,5,7,0,29,23,14,6,0,9160,363,4,1,6330,29085,595,12,2,61476
"10102038006","M4A1-Gilt","Orange","M4A1","Rifle",106086,7581,139,5,3,28841,3975,123,20,0,13198,5338,213,3,0,12663,2839,155,2,0,4958,3067,99,1,1,8275,2489,32,0,0,8711,555,6,0,0,2794
"10405019006","Steyr TMP-Death Eye","Silver V","SMG","SMG",105242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8874,308,4,0,3657,27625,547,5,3,20138,24379,835,8,1,13357,2921,11,0,0,2569
"10707031006","Shovel-Horus","Purple","Cận chiến","Melee",104173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3869,63,1,0,5970,14191,145,0,1,33293,8702,50,0,0,29281,1876,2,0,0,6729
"10102016006","M4A1-Custom Elite","Blue","M4A1","Rifle",104001,4438,192,15,1,21026,3499,147,4,0,13065,2657,120,2,0,13396,2009,77,1,0,12872,1629,45,5,0,11598,1257,68,15,0,11939,309,25,0,0,3590
"10104018006","SCAR-Electric Organ","Orange","Súng trường khác","Rifle",102750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12197,1891,100,15,20,52872,3371,66,6,18,25818,729,24,0,5,5287,302,27,0,2
"10506003006","M37-Royal Gold","Purple","Shotgun","Shotgun",100777,8850,265,10,1,11995,7729,196,8,0,17491,5892,113,1,0,20113,2552,77,0,3,5531,3405,107,0,2,5601,3266,148,2,0,4516,1190,20,1,0,1692
"10707008006","Shovel-Born Beast","Gold V","Cận chiến","Melee",99904,28449,4159,181,9,3103,14036,2281,52,1,1245,6381,1464,18,0,538,7115,1390,17,0,720,13101,2016,24,0,1343,6555,1125,12,3,517,3012,343,9,0,685
"10201004006","AWM-A-Gold","Orange","AWM","Sniper",99403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27445,1993,118,2,30049,8334,421,18,4,31019
"10101076001","AK47-Born Beast-Beta","Silver V","AK47","Rifle",97132,23900,512,21,0,44595,6996,204,8,1,10766,1432,45,2,1,2755,644,20,0,0,1383,481,11,0,0,1152,453,17,0,0,1152,186,4,0,0,391
"10102025001","M4A1-Predator","Gold V","M4A1","Rifle",95542,20523,576,25,5,22073,10173,357,14,1,8747,7400,371,12,1,5953,2777,163,4,0,2636,3196,200,4,9,3190,1976,80,0,0,2920,928,40,0,0,1188
"10303002006","MG3-Gold","Orange","SMG","Machine Gun",92919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,25,1,0,1492,11694,496,5,17,29978,9234,327,11,0,28031,2781,70,3,0,8050
"10614002006","COP 357-Eternal Dragon","Orange","Súng lục","Secondary",92402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,1194,69,6,0,29128,14418,351,18,87,21482,7377,197,3,0,12450,4011,45,5,0
"10801038001","Grenade-Predator","Gold V","Đặc biệt","Utility",92390,9548,559,28,5,3448,11353,740,25,4,3472,14743,837,35,4,4552,9083,624,17,4,2834,9088,659,18,4,3154,7248,486,19,1,2926,4736,333,11,2,1790
"10602042006","Desert Eagle-Immortal Dragon","Purple","Súng lục","Secondary",91213,10852,197,2,0,48655,2987,42,0,0,9717,1596,27,0,0,5884,900,5,0,0,3570,585,3,0,0,2742,328,4,0,0,2131,114,1,0,0,871
"10201003001","AWM-Infernal Dragon","Gold V","AWM","Sniper",90369,11248,751,44,1,7444,12338,857,27,5,5218,14070,989,22,4,5175,8565,602,12,4,2957,5339,324,6,3,2652,4920,344,8,2,2503,2565,177,3,2,1188
"10212003006","MR1-White Dragon Horse","Orange","Bắn tỉa khác","Sniper",90197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,86,2,0,153,34793,901,26,0,53391
"10505003006","AA12-Buster","Orange","Shotgun","Shotgun",89384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49454,1434,36,2,38458
"10134001006","Zero-Gold","Orange","Súng trường khác","Rifle",88623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11720,613,26,1,6588,21214,854,29,2,25176,5155,196,6,0,12184,786,4,0,0,4069
"10705023006","Gloves-Camo Skull","Purple","Cận chiến","Melee",88124,10725,191,6,1,29342,4476,71,3,1,12465,2168,34,1,0,7233,1664,16,2,0,5984,1672,26,2,0,5315,945,20,1,0,3656,316,2,0,0,1786
"10705042006","Knuckles-Half Moon Tambourine","Orange","Cận chiến","Melee",87801,15780,237,1,2,22903,7436,81,1,1,8276,3800,57,0,0,4266,3333,32,0,0,3618,4386,60,0,0,4770,2763,21,0,0,3708,935,2,0,0,1332
"10403012006","MK5-Iron Shark","Gold V","SMG","SMG",87315,23944,494,28,0,59474,625,9,0,0,1642,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,28,7,1,5,0,797,34,2,0,215
"10101115006","AK47-Red Crystal","Purple","AK47","Rifle",86764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,23,5,0,1068,7172,282,7,2,31346,6149,276,1,1,34559,622,39,0,0,4708
"10404005006","Thompson-Blue Pottery","Purple","SMG","SMG",86109,16,0,0,0,19,0,0,0,0,0,937,84,2,0,431,13449,246,5,0,36239,4042,75,0,0,11793,7755,265,6,0,9542,338,5,0,0,860
"10202074001","Barrett M82A1-Winter","Gold VVIP","Barrett","Sniper",85532,23531,1474,88,20,2978,16190,1098,42,12,1855,12710,872,18,4,1228,6713,458,3,4,686,5730,440,19,6,503,4904,364,17,0,480,2582,264,1,0,238
"10202040006","Barrett M82A1-Chameleon","Gold VVIP","Barrett","Sniper",85086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062,2659,462,30,0,2334,2754,241,1,4,67442,4859,89,1,0,1323,810,12,3,0
"10502002006","Jack Hammer-Gold","Orange","Shotgun","Shotgun",84373,13099,380,12,0,18038,3281,101,0,0,7490,1518,19,1,1,5222,1281,23,0,0,4884,3288,123,0,0,8674,3075,59,1,0,9186,1337,26,0,0,3254
"10108001006","FAMAS","Green","Súng trường khác","Rifle",84004,514,18,0,0,1865,375,11,0,0,1170,294,10,3,0,728,99,12,0,0,587,119,15,0,0,2003,45868,3863,193,25,25278,67,11,0,0,876
"10801059001","Grenade-Born Beast","Gold V","Đặc biệt","Utility",83981,0,0,0,0,0,4525,373,15,0,897,15294,1088,26,3,5090,12447,1029,36,2,4426,11102,1058,26,2,4428,9243,818,19,1,3479,5554,626,18,3,2353
"10102154006","M4A1-Iron Beast-Heroic Battlegear","C","M4A1","Rifle",83638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,54,0,0,6753,5161,183,0,0,63706,7650,68,0,0
"10102134006","M4A1-Red & White Machine","Purple","M4A1","Rifle",83328,0,0,0,0,0,0,0,0,0,0,8935,536,7,0,8274,15769,407,8,1,40076,2214,59,0,0,3538,1014,51,1,0,1760,225,12,1,0,440
"10110011006","M14EBR-Gold","Orange","Súng trường khác","Rifle",82657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,62,5,0,1342,8559,379,3,5,28554,7923,357,29,0,29723,997,44,4,0,4006
"10719007006","Nunchaku-Angel","Gold V","Cận chiến","Melee",82188,4878,94,7,0,0,2513,125,0,0,0,136,4,0,0,0,0,0,0,0,0,33750,697,6,0,36762,1822,45,1,0,716,361,10,0,0,261
"10506001006","M37-Thug","Purple","Shotgun","Shotgun",82000,18838,644,13,2,15534,7812,322,11,1,6908,2255,138,2,0,2257,2708,182,2,2,3117,4190,279,10,3,2638,6390,422,7,0,4265,1688,94,6,0,1260
"10303003006","MG3-Perfect Silver","Purple","SMG","Machine Gun",81615,10788,250,8,1,16158,6596,217,13,2,10248,3793,115,5,2,6906,2417,64,2,1,6876,1877,24,1,0,6334,1380,15,2,0,4690,569,6,0,0,2255
"10120013006","QBZ03-Volcano","Purple","Súng trường khác","Rifle",81517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,45,12,0,1618,13529,393,7,1,27743,9624,209,1,2,23351,1127,17,0,0,2736
"10617004006","Dual Double Barrel-Born Beast","Gold V","Súng lục","Secondary",81418,17646,1134,64,16,4,10329,931,41,0,0,866,117,0,0,0,16062,10025,430,6,306,5320,7398,420,6,2,2400,3589,160,9,0,1457,2546,131,3,0
"10101138001","AK47-Iron Beast-Legend","Limited","AK47","Rifle",81284,0,0,0,0,0,0,0,0,0,0,27976,2756,148,28,8610,4246,265,8,0,3363,11032,1051,38,1,5904,3427,201,3,0,3759,5125,643,32,0,2668
"10101149001","AK47-Iron Beast-Diamond","Limited","AK47","Rifle",79466,42645,1679,62,7,18358,9094,388,36,5,4574,1505,34,1,0,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10503002006","Armsel Striker-Oriental Phoenix","Purple","Shotgun","Shotgun",79028,16694,265,15,0,16957,5619,66,3,0,7990,2809,21,0,0,5301,2153,3,0,0,4421,2147,34,0,0,5809,2003,0,0,0,4621,480,1,0,0,1616
"10102096001","M4A1-Ranger-Frost","C","M4A1","Rifle",78929,6073,2529,189,46,850,5643,3195,175,26,423,8006,5226,281,42,257,4799,3674,299,34,156,4747,4431,223,72,117,6399,5943,256,57,266,7753,6245,234,52,211
"10705041006","Bladed Knuckles-Pterosaur","Gold VVIP","Cận chiến","Melee",78786,4418,2823,208,52,0,13906,5468,176,11,0,6849,2834,63,9,0,18434,3079,125,2,0,9220,3773,107,5,0,3544,1990,51,1,0,1116,514,8,0,0
"10707001006","Shovel","Blue","Cận chiến","Melee",78343,5310,102,2,1,18213,4479,153,3,0,12148,3219,61,1,0,9314,2735,18,6,0,9054,1779,8,2,0,5310,564,10,1,0,3949,187,6,0,0,1708
"10506002006","M37-Fireworks","Purple","Shotgun","Shotgun",78289,0,0,0,0,0,32586,1076,61,13,39806,1114,11,0,0,3455,2,0,0,0,75,3,0,0,0,33,6,0,0,0,29,4,0,0,0,15
"10105029006","AN94-Seafill","Gold VVIP","Súng trường khác","Rifle",77643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,19359,14659,733,127,0,16775,11901,594,161,0,6751,5963,413,193,0
"10602012006","Desert Eagle-Ice-Alpha","Purple","Súng lục","Secondary",77422,15724,379,16,0,22841,7875,140,2,0,13869,3496,49,2,0,4442,1492,22,0,0,1573,1285,36,0,0,1503,691,9,0,0,1116,354,3,0,0,503
"10405003006","Steyr TMP-SS","Purple","SMG","SMG",76330,7030,162,3,1,10114,3821,70,0,0,6801,2932,19,1,1,6466,1463,17,0,1,4606,2837,21,1,0,8849,4136,128,0,0,12292,665,13,0,0,3880
"10104001006","SCAR","Green","Súng trường khác","Rifle",76313,4440,281,0,0,20191,2593,132,0,7,11320,1319,38,4,0,8552,1635,85,2,0,8030,966,58,1,1,5861,1039,48,7,1,7499,508,71,18,0,1606
"10101156001","AK47-Tào Tháo","Red","AK47","Rifle",75192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13203,10762,600,108,626,17057,10970,476,85,922,11848,7564,356,44,571
"10607015006","Anaconda-Royal Gold","Purple","Súng lục","Secondary",73326,8573,281,1,2,14197,6806,149,5,1,14649,3565,117,16,0,7032,2403,73,1,3,4176,1922,48,0,5,3475,1343,37,3,0,2805,415,14,0,0,1209
"10704048006","Kukri-Titanium Beast","Gold VVIP","Cận chiến","Melee",71247,0,0,0,0,0,4159,2489,106,6,0,6617,3819,145,11,1,19773,4602,103,11,0,13046,6746,150,8,0,4664,2651,68,9,0,1380,665,18,0,0
"10702055006","Thorny Rose","Purple","Cận chiến","Melee",70256,5949,174,3,3,5903,15606,398,14,1,26623,557,34,0,0,209,338,42,0,0,59,498,28,0,0,99,4099,65,1,0,6888,856,9,1,0,1799
"10102133006","M4A1-Predator-Noble Gold-Champion Miracle","A","M4A1","Rifle",69638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3033,2368,646,0,1870,24469,9375,1387,5,363,12498,4082,551,11,324,5604,2698,295,16
"10801032001","Molotov","Purple","Đặc biệt","Utility",69611,4156,168,9,2,9935,6137,408,11,0,5497,4132,258,2,0,3890,3119,277,6,2,3183,3906,440,7,0,11547,3026,199,2,0,6156,1039,78,2,0,2017
"10133001006","NAR-Gold","Orange","Súng trường khác","Rifle",69273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,61,0,0,484,25921,1754,52,8,40346
"10614009006","COP 357-Sakura","Orange","Súng lục","Secondary",69007,4702,10620,2044,300,0,4163,10023,1380,211,0,4896,8865,716,53,0,2890,4513,290,64,0,2730,3952,223,4,0,1411,2129,83,0,0,865,1795,84,1,0
"10804002001","Đặc biệt (mã 002)","","Đặc biệt","Utility",67491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,32882,2221,109,9,31946,133,14,0,0,166
"10102042006","M4A1-SSS","Orange","M4A1","Rifle",67127,7627,300,10,0,7939,6392,175,12,5,5318,9324,482,24,1,5435,5540,286,14,0,3600,3117,194,3,3,3719,2279,114,3,0,2649,848,25,0,0,1689
"10304005006","M249-Perfect Silver","Purple","SMG","Machine Gun",66792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,2,0,0,614,4158,91,0,8,16259,3385,47,1,0,14821,5824,50,0,0,21349
"10702028006","Butterfly Knife-Gold","Orange","Cận chiến","Melee",66144,15707,760,13,2,0,9242,467,11,2,0,8830,485,2,1,0,7762,351,2,0,5,14539,628,3,0,0,5717,152,2,0,1,1449,9,2,0,0
"10102071006","M4A1-Anubis","Gold VVIP","M4A1","Rifle",65833,6204,3927,245,23,2,4377,2920,133,14,1,8282,5579,394,19,0,6407,4385,130,10,0,7119,3703,130,3,0,4709,2705,106,12,0,2624,1555,109,6,0
"10702012006","Butterfly Knife","Purple","Cận chiến","Melee",65460,0,0,0,0,0,8097,87,0,0,5249,5027,80,0,0,1754,5826,80,0,0,4891,12085,113,0,1,13175,3143,12,1,0,3863,784,2,0,0,1190
"10607029006","Python-Firepower-Alpha","Gold V","Súng lục","Secondary",64344,0,0,0,0,0,0,0,0,0,0,10350,705,44,2,2361,11822,708,1,3,2995,11913,533,6,1,3643,9424,335,6,0,2620,5083,175,3,0,1611
"10101053001","AK47-Earl Royal","Gold VVIP","AK47","Rifle",64311,3180,112,7,1,3913,75,4,0,0,102,16023,1064,41,4,4882,9507,621,25,11,4909,6404,363,18,3,3021,4293,300,5,1,2036,2252,173,8,0,953
"10741007006","Dragon Blade-Fury Beast","Gold VVIP","Cận chiến","Melee",62093,15766,6699,515,43,3,9141,3263,133,7,1,3255,1206,65,1,0,4036,2852,99,13,0,5474,3662,170,8,0,2729,1754,59,1,0,720,399,19,0,0
"10110002006","M14EBR-S-Camo","Blue","Súng trường khác","Rifle",61755,7582,190,3,0,15687,3623,131,2,2,7169,2700,88,0,1,6663,1516,86,1,0,3657,1272,69,0,0,3932,1438,49,0,0,4431,280,10,1,1,1171
"10304001006","M249","Green","SMG","Machine Gun",61614,1738,43,1,0,16181,1171,20,0,1,9890,673,13,0,0,6899,521,0,0,0,7308,407,3,0,0,6375,260,0,1,0,7184,52,1,0,0,2872
"10102006001","M4A1-Born Beast-Punk","C","M4A1","Rifle",61393,2079,386,16,9,235,1002,153,11,4,72,1228,239,14,1,99,17257,1326,87,6,14047,8323,853,32,2,3947,4147,512,12,1,2264,2088,276,17,2,646
"10704014006","Kukri-Jade","Purple","Cận chiến","Melee",61318,858,21,0,0,800,216,5,0,0,157,4147,37,0,0,14476,3295,48,0,0,14614,3599,37,0,0,11131,1264,4,1,0,4825,267,0,0,0,1516
"10705018006","Dual Karambit-Sakura","Purple","Cận chiến","Melee",61272,6303,135,1,0,13651,2717,43,1,0,5108,1848,28,1,1,3384,3885,66,2,0,2936,6217,79,0,0,5342,3127,49,0,0,3809,977,5,2,0,1555
"10108005006","FAMAS-G2-Black Gold Legend","Purple","Súng trường khác","Rifle",60794,0,0,0,0,0,0,0,0,0,0,5886,213,6,1,21658,2158,88,1,2,8713,978,56,1,0,2163,11420,922,41,8,6053,124,6,0,0,296
"10601008006","USP-Fury Beast","Gold VVIP","Súng lục","Secondary",60734,10701,5619,343,13,3,9273,4617,220,42,0,7463,3758,110,12,0,3993,2513,89,23,0,3474,1835,96,5,0,2328,1448,52,4,0,1938,738,22,2,0
"10101240001","AK47-Spring","Gold VVIP","AK47","Rifle",60681,0,0,0,0,0,0,0,0,0,0,20283,1890,129,13,597,15107,1025,22,2,572,9534,882,46,2,510,5564,595,9,4,374,3061,265,5,0,190
"10602064006","Dual Desert Eagle-Drake","Gold V","Súng lục","Secondary",60129,0,0,0,0,0,0,0,0,0,0,10318,266,8,0,6123,7699,147,1,0,5837,7647,105,1,0,6741,5037,49,2,0,4320,2899,28,0,0,2901
"10109015006","9A91-Chroma","Purple","Súng trường khác","Rifle",59974,0,0,0,0,0,0,0,0,0,0,9549,124,1,1,39378,992,11,0,0,5009,472,13,0,0,2190,341,16,0,0,1373,99,2,0,0,403
"10601003006","USP-Earl","Orange","Súng lục","Secondary",59676,5125,110,3,0,8332,3715,95,2,0,5215,5955,197,2,0,5174,4496,113,3,1,4362,3721,37,0,0,4815,2052,47,1,1,3595,953,9,0,0,1545
"10501002006","SPAS-12","Whtie","Shotgun","Shotgun",58414,6923,250,6,0,13835,2708,146,7,17,6811,1516,90,1,0,4232,1321,72,2,1,4320,1747,91,5,2,5463,1429,72,5,0,4735,540,23,0,0,2044
"10101264001","AK47-Titanium Beast","Gold VVIP","AK47","Rifle",58098,6,0,0,0,1,6597,2486,178,15,716,12675,4945,228,47,949,11711,3241,140,19,446,4651,2376,76,10,162,2839,1143,26,3,109,1580,648,23,5,47
"10607031006","Anaconda-Beast Dragon","Orange","Súng lục","Secondary",57937,10615,711,28,0,1380,10915,243,6,0,5376,5573,109,2,0,3475,2897,52,1,0,1799,4251,50,1,0,4532,1847,26,1,0,2236,723,11,1,0,1076
"10101201001","AK47-Born Beast Blood Warrior-Beta","Silver V","AK47","Rifle",57725,11700,268,5,3,29325,2991,80,1,0,6501,732,15,0,0,2044,387,10,1,0,1094,296,12,1,0,785,352,17,0,0,793,75,0,0,0,237
"10101095006","AK47-Multiflora-Gold","Orange","AK47","Rifle",57082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18184,1788,78,7,0,26036,1385,25,0,0,9345,230,4,0,0
"10202014006","Barrett M82A1-Gun Girl","Gold VVIP","Barrett","Sniper",57073,7097,2086,173,5,7,43,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19664,10986,880,97,0,11244,4577,178,19,1
"10107001006","AUG","Green","Súng trường khác","Rifle",57042,1671,40,1,0,11600,751,4,0,1,5523,383,10,0,0,5675,548,5,0,0,5886,281,1,0,0,9212,476,4,0,0,11313,66,8,0,0,3583
"10402002006","UZI-Virgo","Purple","SMG","SMG",56946,16722,302,9,1,24450,3932,84,2,0,4269,1597,22,0,0,1692,338,11,0,0,558,412,8,0,0,754,650,17,0,0,723,133,2,0,0,258
"10104006006","SCAR-Falling Snow","Purple","Súng trường khác","Rifle",55991,17031,779,20,0,10301,6008,277,3,0,2921,2849,106,0,0,1606,3284,248,2,0,1407,2204,68,1,0,1810,1755,119,5,0,2417,222,10,0,0,538
"10413006006","P90-Dilophosaurus","Gold VVIP","SMG","SMG",55833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,38682,16049,990,95,3
"10109008006","9A91-Predator","Gold V","Súng trường khác","Rifle",55827,1011,97,2,0,219,8370,475,36,1,3322,5072,313,23,0,2176,1944,93,17,6,1064,2548,145,0,0,923,1878,140,3,0,933,15014,703,29,5,9265
"10102089001","M4A1-Iron Beast-Noble Gold-Champion Miracle","A","M4A1","Rifle",55665,3027,4263,1268,486,317,3094,4090,1081,310,271,4695,4892,1399,354,292,2527,3231,769,203,176,3157,3655,1231,284,260,1744,2216,758,106,143,1887,2557,665,117,140
"10101170001","AK47-Sakura","Purple","AK47","Rifle",55398,2766,84,2,0,12099,2030,59,2,0,8273,1724,53,3,0,6605,1144,31,1,0,5689,858,27,1,0,5093,853,28,1,0,5723,299,8,0,0,1942
"10206008001","M200-Bumblebee","Purple","M200","Sniper",55315,13123,413,14,0,9012,6640,282,7,1,3290,6883,312,3,0,3442,2874,141,2,1,1330,2325,88,1,2,1200,1825,78,5,0,1047,589,27,1,0,357
"10114007006","AK12-Royal Gold","Purple","Súng trường khác","Rifle",54798,6384,274,13,0,9519,4694,190,38,0,7103,3040,86,3,3,5591,2007,70,6,0,3273,1730,44,0,0,4270,1271,71,0,0,3751,464,12,1,0,890
